comment,label,fold
tre prime minister sri lanka ranil wickramasinghe one who responsible who supported terrorist attack,0,4
wonder new zealand jacinda would broadcast christian prayer show sympathy victims oh wait victims aren t muslims no need my bad,1,2
still get scared think about hear about security measure even year later,1,1
awful my heart goes out all people who lost loved ones hell those terrorists whatever their religion coz no religion earth preaches terrorism,2,2
isis,3,2
i am think that feel extremely cold yesterday more down brew something than actual weather,0,0
my point view bless sr lanka people who see islamic lies racist,0,2
such sad thing didn t any metal detector put up entry,1,3
very condolances all victim praying srilanka,3,3
cowardice barbarism means pisslam,0,3
pope francis needs wake up,0,3
everything just feels heartbreaking,4,1
bad thing can this time year fall over public please god do not let,2,0
how can someone evil like one day will just wake up decide kill hurt people like what goes through their mindwhat these people devils get out,0,1
thank chanel 4,1,0
brought once again our good friends religion peace whatever world would without them islam making world better place one mass slaughter time,1,3
heart race think about large event get nervous about safety wish thing be different,1,3
thissss rt revrunwisdom afraid tomorrow have see yesterday love today,2,3
miss middle school dance those multicultural show get spend whole day with best friend,4,2
killing innocent people never ever,0,2
when one meet new people with whom one force collaborate with,2,3
heart break again when see tragedy that happen feel broken inside their family must still hurt,3,2
can say who before investigation ends religion piece adherents who else able something like,0,1
m buddhist don t agree bhikkhus provoking violance should promote loving kindness forgiveness know hard time sri lanka more violence take place more chaotic country will instead plea,4,3
lets see jacinda ardern will also wear hijab killing,2,4
just don t understand why people go holidaying these places aren t watching news,1,1
basic root cause behind these attack islam teriresom,0,1
when 8 year old would usually come home from school with mother car first time take school bus mistook bus stop find myself two kilometre away from where lived very scared wondering how would get back home,2,1
my heart aches like never before,4,1
feel uneasy remember loud noise make afraid go out worry about kid safety,1,2
very good move,1,2
owner can mean heartbreak loss family pet,4,1
churches mosques always attacked s really strange why never hear jewish temple attacked s really religion war why temples easy figure out who s attackers condolences all victims sirilanka churches,1,2
who behind muslim,0,3
what religion people brainwashes them into thinking killing someone name their god will get them free pass paradise s all false all,0,4
being biblical christian today s attacks could avoided s because biblical christians can gather 2 three anytime any place worship god no denominational building worship needed,3,3
rest peace all furniture passed away didn t see bodies,0,0
brain dead brain washed idiots what want war something ban all religions causes trouble world peace seperates everyone s your sub conscious mind speaking god allah wake up,0,2
almost crash into back car while drive along motorway motorcycle,2,2
religion which gets offended just caricature must investigate its doctrine moderate muslims never truly condemned islamic terrorism also boycotted macron supported france history teacher killing true real horrifying face,0,3
let me guess nothing islam when there mosque shooting christchurch then all nationalism populism white supremacy trump tweets personally how convenient,1,2
catholic flock wtf flock herd these all terms used describe animals,0,4
church,4,3
my heart filled sorrow pain,4,1
since war cia be very alarmed some leftwing british government many whose politician regard a friend moscow,2,1
explain vedio anybody,1,0
i am feel rather bother because physical mental clock still october,0,0
suicide bomber would died thinking 72 virgins will disappointed see naked osama bin laden bed burhan wani,0,4
pain see anything related tragedy that happen even after many year hope family find strength,3,2
eliminate islam otherwise will continued,0,1
religion peace,1,1
hard separate from one really love even min,4,3
hartington soon become alarmed plan give increased power what term fanatical local authority write rosebery ask withdraw support measure,2,3
heart race think about loud noise do go away,1,4
give mouse hand puppet gravelly michael gambonesque voice thanksgiving get mixed response from young cousin,2,1
mattjackson13 if reseda riot legion larry will straighten all out,2,1
i am just feel seriously piss off myself do something fantabulous utterly stupid,0,4
only srilanka left without terrorist world now adays country doesn t terrorism country no demand world,1,2
never heart heart with riksastatechamp today,4,3
dude cannot even appreciate have girl without tryna thirsty talk other girl side,4,4
