comment,emotion
state of certainty to state of confusion just like that ...,sad
of course ... here you be . I m sorry the pajama do not work out for you .,sad
I should really get rid of my phone . all it do be bring misery nowlin,sad
when boyfriend could notstand up to his mother or for himself .,sad
look like my preminition from 2 month ago may be come true .,sad
oh my god its funny how life work out ! !,sad
a depressed person may cry a great deal show selfpity and lack of interest in the outside world and have noenjoyment of everyday life even food .,sad
if hog be playin anyone but ms valley state i d let it slide for mike anderson here to 3.5 month of nomodern family on time .,sad
would like to do something good on a friday night,sad
my grandmother die suddenly last summer .,sad
why always day be turn off in that ss ...,sad
I miss hcc and noteorious . I need to stop listen to high school recording .,sad
snell ? ? laugh out loud rt I have to ask why her friend will not give I noplay . sideeye,sad
feel oddly bereft and desolate besiege by dolly s incessant chatter luce be pleased to get back to the hotel .,sad
a friend of mine get pregnant anf fail the first year at university . the boyfriend refuse his responsibility and they end up in court .,sad
observe show choir rehursal because I do not want to go home .,sad
those game hurt the bad .,sad
... lose 2 follower today . maybe it be I say I be hungry ...,sad
really wish I would not get email from tell I all about their new bag that I can not have or afford right now,sad
I m rather disappointed at notbeing able to see my good friend off .,sad
last episode of glee season .,sad
after today my closet will consist of 100 less article of clothing . goodbye hoover cheerleading attire .,sad
the last time my phone rang because I get a text,sad
my style of teasing do not translate very well over the internet .,sad
nice to see an old friend from camp come visit . miss my blue group !,sad
nokitty to cuddle with this morning,sad
she regard the wife of former beirut hostage jackie mann as a dear friend and be heartbroken she could notsee she before she die of lung cancer on november 30 .,sad
bored watch tv . I need a more exciting life . I hate sit in my house alone ! !,sad
poor josh drive all the way home,sad
ill have we ready for stars.com by the end of next week . after that I do not know .,sad
yes I know . I regret it very much .,sad
just realize my 300 tweet be a drunk tweet ! !,sad
twitter will not let I go far enough back into my mention to find out how we meet .,sad
the day that the result of the college entrance examination for the s. paulo university be publish and I do not find my name on the list . enter this university be my great wish and the fact of nothaving succeded cause a great frustration and notonly sadness .,sad
kinda ruin your day when you check twitter and you have one less follower,sad
I be hop for a thanksgiving miracle of nogary amp verne . alas my dream be crush .,sad
so its officially christmastime and I do not know what to put on my christmas list,sad
my grandfather funeral .,sad
mac miller wasis so close to I ... if I have a car ...,sad
after my boyfriend and I have separate .,sad
it take give up something you really want to make other happy,sad
sometimes its like I live in a zoo because it be so loud . I actually think I m go to miss this zoo ... one week til I move out,sad
I neverfaile my examination since standard 1 but I experience sad moment when I sit for standard 8 examination and I be notselecte for secondary school education in 1978 .,sad
silly I .,sad
clarkson you have noidea how I just scream quotnooquot out loud at work ! ! I do not get my ticket .,sad
my sisterinlaw grandmother be dead,sad
comfort eat when you realise there s nevergoe to be another harry potter film ...,sad
I m strong as a rock but I tell you I do break down when people throw I down ... frown face,sad
rt the main people you look at for ... be the one that bread on your name !,sad
I feel it when I be at home and see a discussion without sense between my parent .,sad
